43191.0,20.0,0.042,3.0,22.0,0.25,4.0,23.0,0.042,5.0,18.0,0.958,1.0,20.0
43215.0,20.0,0.042,3.0,22.0,0.25,4.0,23.0,0.042,5.0,18.0,0.958,1.0,20.0
0.0,20.0,0.042,3.0,22.0,0.25,4.0,23.0,0.042,5.0,18.0,0.958,1.0,20.0
0.0,20.0,0.042,3.0,22.0,0.25,4.0,23.0,0.042,5.0,18.0,0.958,1.0,20.0
0.0,20.0,0.042,3.0,22.0,0.25,4.0,23.0,0.042,5.0,18.0,0.958,1.0,20.0
0.0,20.0,0.042,3.0,22.0,0.25,4.0,23.0,0.042,5.0,18.0,0.958,1.0,20.0
0.0,20.0,0.042,3.0,22.0,0.25,4.0,23.0,0.042,5.0,18.0,0.958,1.0,20.0
0.0,20.0,0.042,3.0,22.0,0.25,4.0,23.0,0.042,5.0,18.0,0.958,1.0,20.0
0.0,20.0,0.042,3.0,22.0,0.25,4.0,23.0,0.042,5.0,18.0,0.958,1.0,20.0
0.0,20.0,0.042,3.0,22.0,0.25,4.0,23.0,0.042,5.0,18.0,0.958,1.0,20.0
0.0,20.0,0.042,3.0,22.0,0.25,4.0,23.0,0.042,5.0,18.0,0.958,1.0,20.0
0.0,20.0,0.042,3.0,22.0,0.25,4.0,23.0,0.042,5.0,18.0,0.958,1.0,20.0
0.0,20.0,0.042,3.0,22.0,0.25,4.0,23.0,0.042,5.0,18.0,0.958,1.0,20.0
0.0,20.0,0.042,3.0,22.0,0.25,4.0,23.0,0.042,5.0,18.0,0.958,1.0,20.0
0.0,20.0,0.042,3.0,22.0,0.25,4.0,23.0,0.042,5.0,18.0,0.958,1.0,20.0
0.0,20.0,0.042,3.0,22.0,0.25,4.0,23.0,0.042,5.0,18.0,0.958,1.0,20.0
0.0,20.0,0.042,3.0,22.0,0.25,4.0,23.0,0.042,5.0,18.0,0.958,1.0,20.0
0.0,20.0,0.042,3.0,22.0,0.25,4.0,23.0,0.042,5.0,18.0,0.958,1.0,20.0
0.0,20.0,0.042,3.0,22.0,0.25,4.0,23.0,0.042,5.0,18.0,0.958,1.0,20.0
0.0,20.0,0.042,3.0,22.0,0.25,4.0,23.0,0.042,5.0,18.0,0.958,1.0,20.0
43191.0,22.0,0.042,3.0,24.0,0.25,4.0,25.0,0.042,5.0,20.0,0.958,1.0,22.0
43205.0,22.0,0.042,3.0,24.0,0.25,4.0,25.0,0.042,5.0,20.0,0.958,1.0,22.0
0.0,22.0,0.042,3.0,24.0,0.25,4.0,25.0,0.042,5.0,20.0,0.958,1.0,22.0
0.0,22.0,0.042,3.0,24.0,0.25,4.0,25.0,0.042,5.0,20.0,0.958,1.0,22.0
0.0,22.0,0.042,3.0,24.0,0.25,4.0,25.0,0.042,5.0,20.0,0.958,1.0,22.0
0.0,22.0,0.042,3.0,24.0,0.25,4.0,25.0,0.042,5.0,20.0,0.958,1.0,22.0
0.0,22.0,0.042,3.0,24.0,0.25,4.0,25.0,0.042,5.0,20.0,0.958,1.0,22.0
0.0,22.0,0.042,3.0,24.0,0.25,4.0,25.0,0.042,5.0,20.0,0.958,1.0,22.0
0.0,22.0,0.042,3.0,24.0,0.25,4.0,25.0,0.042,5.0,20.0,0.958,1.0,22.0
0.0,22.0,0.042,3.0,24.0,0.25,4.0,25.0,0.042,5.0,20.0,0.958,1.0,22.0
0.0,22.0,0.042,3.0,24.0,0.25,4.0,25.0,0.042,5.0,20.0,0.958,1.0,22.0
0.0,22.0,0.042,3.0,24.0,0.25,4.0,25.0,0.042,5.0,20.0,0.958,1.0,22.0
0.0,22.0,0.042,3.0,24.0,0.25,4.0,25.0,0.042,5.0,20.0,0.958,1.0,22.0
0.0,22.0,0.042,3.0,24.0,0.25,4.0,25.0,0.042,5.0,20.0,0.958,1.0,22.0
0.0,22.0,0.042,3.0,24.0,0.25,4.0,25.0,0.042,5.0,20.0,0.958,1.0,22.0
0.0,22.0,0.042,3.0,24.0,0.25,4.0,25.0,0.042,5.0,20.0,0.958,1.0,22.0
0.0,22.0,0.042,3.0,24.0,0.25,4.0,25.0,0.042,5.0,20.0,0.958,1.0,22.0
